All_Word
cyberneticist
norbert
wiener
attendees
allen
newell
cmu
herbert
simon
mit
marvin
minsky
arthur
samuel
ibm
became
founders
leaders
they
students
produced
programs
press
astonishing
were
checkers
strategies
c
reportedly
playing
better
than
average
word
algebra
proving
logical
theorems
theorist
run
speaking
english
middle
heavily
funded
department
defense
laboratories
had
established
around
world
optimistic
future
predicted
within
doing
man
do
agreed
writing
generation
substantially
solved
failed
recognize
difficulty
remaining
progress
slowed
response
criticism
sir
james
lighthill
ongoing
pressure
us
congress
fund
more
productive
projects
both
british
governments
cut
off
exploratory
next
few
would
later
period
when
obtaining
difficult
early
revived
commercial
expert
form
program
simulated
analytical
skills
experts
market
reached
over
billion
dollars
time
japan
fifth
project
inspired
restore
however
beginning
collapse
lisp
fell
disrepute
second
longer
lasting
hiatus
development
metal
oxide
semiconductor
mos
very
scale
integration
vlsi
complementary
cmos
transistor
enabled
practical
network
ann
landmark
publication
book
analog
implementation
carver
mead
mohammed
ismail
late
st
logistics
mining
medical
diagnosis
areas
due
increasing
see
moore
law
count
greater
emphasis
specific
ties
commitment
scientific
standards
blue
system
beat
reigning
champion
garry
kasparov
may
jeopardy
quiz
exhibition
match
answering
watson
two
greatest
champions
brad
rutter
ken
jennings
significant
margin
faster
algorithmic
improvements
access
hungry
started
dominate
accuracy
benchmarks
kinect
provides
d
body
motion
interface
xbox
one
uses
algorithms
emerged
lengthy
personal
assistants
smartphones
march
won
out
lee
sedol
becoming
without
handicaps
summit
three
ke
jie
who
continuously
held
no
ranking
murray
campbell
victory
end
era
board
less
marked
completion
milestone
relatively
complex
improved
generalized
alphazero
muzero
play
different
video
previously
handled
separately
addition
handle
superhuman
pluribus
bot
cepheus
according
bloomberg
jack
clark
year
number
google
increased
sporadic
usage
presents
factual
indicating
supported
lower
error
rates
image
he
attributes
increase
affordable
rise
cloud
computing
infrastructure
datasets
cited
examples
microsoft
skype
automatically
translate
another
facebook
images
blind
survey
five
companies
reported
incorporated
offerings
processes
china
greatly
accelerated
government
given
supply
rapidly
output
observers
track
superpower
enormous
gpt
then
far
largest
matching
performance
pre
existing
albeit
attaining
commonsense
contents
deepmind
alphafold
determine
hours
rather
months
structure
protein
facial
advanced
under
circumstances
claim
rate
defines
elaborate
characterizes
correctly
interpret
external
learn
those
learnings
achieve
through
flexible
adaptation
typical
analyzes
intended
utility
function
goal
wins
otherwise
perform
mathematically
similar
ones
succeeded
past
explicitly
defined
induced
programmed
reinforcement
implicitly
rewarding
types
behavior
punishing
alternatively
evolutionary
induce
using
fitness
mutate
preferentially
replicate
high
scoring
how
evolved
innately
desire
certain
finding
food
nearest
neighbor
instead
reason
analogy
except
degree
implicit
training
still
benchmarked
non
framed
whose
accomplish
narrow
classification
task
revolves
algorithm
set
unambiguous
instructions
execute
b
built
top
simpler
example
optimal
recipe
tic
tac
toe
enhance
themselves
heuristics
rules
thumb
worked
well
write
learners
below
bayesian
decision
trees
theoretically
infinite
memory
approximate
combination
best
citation
needed
therefore
derive
all
considering
every
hypothesis
them
against
practice
seldom
because
combinatorial
explosion
grows
exponentially
much
figuring
identify
avoid
broad
range
possibilities
unlikely
beneficial
viewing
map
looking
shortest
route
denver
york
east
cases
skip
path
san
francisco
west
thus
wielding
pathfinding
ensue
ponderously
earliest
easiest
understand
approach
symbolism
healthy
adult
fever
influenza
inference
current
patient
adjust
way
third
major
extremely
popular
business
applications
analogizers
svm
examining
records
patients
temperature
symptoms
age
mostly
x
turned
fourth
harder
intuitively
but
works
comparing
itself
desired
altering
strengths
connections
internal
reinforce
seemed
useful
four
main
overlap
nets
make
inferences
generalize
analogies
multiple
alongside
depending
basis
likely
continue
working
obvious
sun
rose
morning
last
days
probably
tomorrow
nuanced
families
geographically
separate
species
color
variants
there
y
undiscovered
black
swans
exist
occam
razor
simplest
explains
likeliest
principle
learner
must
designed
prefers
theories
proven
settling
bad
overly
gerrymandered
fit
overfitting
attempt
reduce
accordance
fits
penalizing
besides
classic
disappoint
wrong
lesson
toy
classifier
trained
only
pictures
brown
horses
cats
might
conclude
patches
real
classifiers
primarily
judgments
spatial
relationship
components
picture
relationships
pixels
oblivious
correlate
modifying
patterns
legitimate
result
adversarial
misclassifies
compared
lacks
features
notably
powerful
mechanisms
na
ve
physics
space
physical
interactions
enables
even
young
children
easily
i
roll
pen
table
fall
floor
mechanism
folk
helps
sentences
city
councilmen
refused
demonstrators
permit
advocated
violence
generic
discerning
alleged
advocating
lack
means
makes
mistakes
ways
seem
incomprehensible
cannot
location
nor
intentions
pedestrians
exact
modes
accidents
architectures
limited
simplified
version
what
really
come
up
beyond
measure
explanations
occurrences
life
straightforward
equivalently
computationally
opposed
gives
classes
models
structuralist
functionalist
structural
aim
loosely
basic
functional
model
refers
correlating
computed
counterpart
overall
allows
manner
simulating
broken
down
consist
traits
expect
display
received
developed
imitated
step
puzzles
deductions
dealing
uncertain
incomplete
employing
concepts
proved
insufficient
slower
grew
larger
rarely
fast
intuitive
central
classical
gather
explicit
possessed
domain
person
database
containing
extensive
comprehensive
base
contain
properties
relations
situations
events
states
causes
effects
we
know
researched
domains
exists
ontology
formally
semantics
captured
description
roles
individuals
typically
implemented
web
ontologies
upper
provide
foundation
acting
mediators
cover
interest
area
concern
representations
indexing
retrieval
scene
interpretation
clinical
support
discovery
interesting
actionable
databases
able
need
visualize
state
predictions
change
choices
value
available
agent
assume
allowing
consequences
actor
requires
uncertainty
calls
assess
evaluate
adapt
assessment
multi
cooperation
competition
emergent
swarm
ml
fundamental
concept
inception
improve
experience
unsupervised
find
stream
input
requiring
label
inputs
supervised
includes
numerical
regression
category
something
belongs
occurs
sees
produce
describes
outputs
predicts
should
viewed
approximators
trying
unknown
possibly
spam
maps
text
email
complexity
sample
required
notions
rewarded
good
responses
punished
sequence
rewards
punishments
strategy
operating
nlp
read
sufficiently
enable
user
interfaces
acquisition
written
sources
newswire
texts
translation
co
occurrence
frequencies
construct
syntactic
keyword
spotting
scalable
dumb
query
dog
documents
literal
miss
document
poodle
lexical
affinity
words
accident
sentiment
combine
acceptable
page
paragraph
semantic
ultimate
narrative
embody
full
transformer
generate
coherent
sensors
cameras
visible
spectrum
infrared
microphones
wireless
signals
active
lidar
sonar
radar
tactile
deduce
aspects
object
vision
analyze
visual
ambiguous
giant
fifty
meter
tall
pedestrian
away
nearby
normal
sized
judge
relative
likelihood
reasonableness
interpretations
robotic
arms
industrial
robots
widely
factories
efficiently
despite
presence
friction
gear
slippage
mobile
robot
small
static
dynamic
environments
endoscopy
interior
breathing
pose
challenge
breaking
movement
primitives
individual
joint
movements
compliant
maintaining
contact
moravec
paradox
generalizes
low
sensorimotor
take
granted
counterintuitively
named
hans
stated
comparatively
easy
exhibit
tests
impossible
give
old
comes
mobility
attributed
fact
dexterity
direct
target
selection
millions
extended
forms
distributed
coordination
autonomous
vehicles
remains
affective
interdisciplinary
umbrella
comprises
affects
moderate
successes
related
textual
analysis
recently
multimodal
affect
wherein
classifies
videotaped
subject
emotion
valuable
predict
motives
emotional
allow
decisions
expressions
appear
sensitive
dynamics
interaction
facilitate
similarly
virtual
speak
conversationally
banter
humorously
tends
users
unrealistic
conception
actually
historically
cyc
massive
japanese
initiative
attempted
breadth
cognition
limitations
quantitative
retrospect
underestimated
cross
nowadays
tractable
automobile
navigation
eventually
combining
mentioned
article
point
exceeding
significance
profile
diverse
atari
own
variant
succeeds
sequential
transfer
hypothetical
breakthroughs
reflective
engage
theoretic
metareasoning
slurp
entire
unstructured
argue
kind
currently
conceptually
master
lead
finally
look
closely
anthropomorphic
child
someday
reach
critical
emerges
languages
follow
author
argument
being
talked
faithfully
reproduce
original
intent
simultaneously
order
unifying
paradigm
guides
disagree
f
standing
questions
remained
unanswered
studying
biology
irrelevant
bird
aeronautical
elegant
principles
does
necessarily
unrelated
connection
rudimentary
w
grey
walter
turtles
johns
hopkins
beast
gathered
meetings
teleological
society
princeton
university
ratio
club
england
largely
abandoned
although
elements
mid
explore
reduced
symbol
manipulation
centered
carnegie
mellon
stanford
style
haugeland
fashioned
gofai
during
achieved
great
thinking
demonstration
pushed
background
convinced
succeed
economist
studied
formalize
laid
foundations
management
team
results
psychological
experiments
develop
tradition
culminate
soar
architecture
felt
did
try
essence
abstract
regardless
his
laboratory
sail
focused
wide
variety
focus
edinburgh
elsewhere
europe
programming
prolog
seymour
papert
found
ad
hoc
solutions
argued
capture
roger
schank
anti
scruffy
neat
paradigms
bases
doug
lenat
hand
complicated
memories
traditions
build
revolution
deployment
introduced
edward
feigenbaum
truly
successful
key
component
stores
facts
illustrate
driven
realization
stall
believed
never
imitate
especially
pattern
manage
embodied
situated
nouvelle
rodney
brooks
rejected
survive
view
reintroduced
control
coincided
idea
visualization
higher
developmental
elaborated
accumulate
repertoires
novel
exploration
teachers
guidance
maturation
motor
synergies
etc
connectionism
david
rumelhart
soft
certainty
solution
sufficient
fuzzy
application
collectively
emerging
got
bogged
adopted
sophisticated
hidden
markov
hmm
normative
compare
unify
shared
permitted
collaboration
h
gaining
levels
acquiring
test
performed
broader
context
provided
idiosyncratic
rigorously
measurable
sometimes
reproducible
combinations
critics
note
shift
explainable
scholars
caution
reliance
continuing
necessary
attain
relevant
intellectual
pervasive
too
numerous
list
here
technique
reaches
mainstream
drones
art
poetry
engines
online
siri
photographs
filtering
predicting
flight
delays
prediction
judicial
targeting
advertisements
energy
storage
media
sites
overtaking
tv
source
news
organizations
reliant
platforms
generating
distribution
publishers
post
stories
effectively
volumes
traffic
deepfakes
zdnet
reports
occur
though
americans
harm
targeted
boom
election
opens
public
discourse
threats
videos
falsified
politician
potential
prevent
minimize
risks
ethical
choose
policy
making
devise
policies
regulate
moral
friendly
discussion
towards
rights
framework
talks
joseph
weizenbaum
wrote
genuine
empathy
customer
service
psychotherapy
j
deeply
misguided
bothered
willing
nothing
position
computationalism
points
suggest
devalues
wendell
wallach
ama
amas
landscape
guided
identifies
want
ro
bots
issue
demonstrate
equivalent
constraints
place
concerned
giving
procedure
discovering
resolve
dilemmas
encounter
enabling
ethically
responsible
delineated
aaai
symposium
concerning
irresponsible
interested
ought
treat
engaged
adding
dimension
least
ramifications
involving
recent
developments
autonomy
necessitate
contrast
hacking
property
privacy
topics
normally
ascribed
alleviating
concerns
notion
root
fear
further
investigation
advancing
our
referred
morality
perspectives
nascent
collected
edition
stems
political
scientist
charles
t
rubin
believes
neither
guaranteed
benevolent
argues
benevolence
indistinguishable
malevolence
favorably
priori
sympathetic
ais
share
hyper
decide
continued
existence
stop
topic
begun
publications
civilization
planet
earth
proposal
deal
ensure
subsequently
check
remain
researcher
writes
think
mistake
worrying
developing
malevolent
anytime
hundred
worry
distinguishing
difference
aspect
enormity
sentient
volitional
lethal
weapons
countries
researching
battlefield
united
russia
kingdom
superintelligent
limit
soldiers
replicates
conscious
experiences
nature
hard
chalmers
identified
plans
controls
explaining
feels
why
feel
anything
explain
subjective
happens
shown
swatch
saying
red
else
looks
knowing
k
everyone
knows
day
sighted
creates
identical
hardware
scientists
originally
jerry
fodor
hilary
putnam
searle
appropriately
right
thereby
exactly
sense
minds
l
counters
assertion
chinese
room
asks
inside
created
california
institute
premature
transhumanism
lie
animal
profoundly
documentary
film
plug
pray
sci
fi
star
trek
commander
fought
disassembled
wanted
holograms
voyager
limits
hybrids
superintelligence
hyperintelligence
possess
surpassing
brightest
gifted
refer
reprogram
improving
recursive
improvement
dramatically
surpass
writer
vernor
vinge
scenario
singularity
accelerating
technologies
runaway
exceed
capacity
radically
ending
comprehend
unpredictable
unfathomable
ray
kurzweil
relentless
exponential
calculate
desktop
brains
designer
kevin
warwick
inventor
merge
cyborgs
either
roots
aldous
huxley
robert
ettinger
fredkin
stage
evolution
butler
darwin
back
expanded
george
dyson
name
economic
economists
showed
disagreement
substantial
agree
net
benefit
productivity
gains
redistributed
pricewaterhousecoopers
republic
economically
gdp
until
february
european
union
white
paper
benefits
healthcare
precise
prevention
diseases
efficiency
farming
contributing
climate
mitigation
production
predictive
maintenance
acknowledging
automation
employment
eliminates
jobs
micro
macro
class
eliminated
collar
steam
worth
taking
seriously
estimates
vary
michael
osborne
carl
benedikt
frey
estimate
oecd
report
extreme
paralegals
cooks
job
demand
care
professions
ranging
clergy
martin
ford
repetitive
predictable
warns
automated
couple
decades
accessible
capability
retraining
tended
total
acknowledge
uncharted
territory
negative
andrew
yang
presidential
campaign
irakli
beridze
head
centre
unicri
nations
expressed
dangerous
my
criminals
terrorist
disrupt
simply
pure
terrorists
via
warfare
course
losses
numbers
losing
properly
governed
misuse
unintended
undesirable
short
influences
economy
laws
involved
security
optimizing
minimizing
bias
unintentionally
biased
exhibits
already
legal
compas
courts
defendant
recidivist
propublica
claims
assigned
recidivism
defendants
significantly
physicist
stephen
hawking
founder
bill
gates
professor
yuval
noah
harari
spacex
elon
musk
evolve
theorizing
spell
race
redesign
ever
slow
compete
superseded
philosopher
nick
bostrom
threat
humankind
chooses
convergent
resources
protecting
shut
fully
reflect
told
compute
digits
pi
acquire
ultimately
emphasizes
conveying
values
smile
resort
horrifying
inserting
electrodes
muscles
constant
beaming
grins
efficient
compatible
stuart
russell
echoes
proposing
provably
deference
inverse
donations
investments
group
prominent
tech
titans
peter
thiel
amazon
services
committed
openai
nonprofit
company
aimed
championing
opinion
mixed
sizable
fractions
unconcerned
eventual
superhumanly
helpful
assist
oracle
ceo
mark
hurd
zuckerberg
unlock
huge
amount
positive
curing
disease
safety
january
donated
million
grow
wisdom
growing
funds
vicarious
just
keep
eye
going
potentially
outcome
uncontrolled
realized
overpower
minority
enough
counterarguments
revolve
intrinsically
convergently
perspective
regulation
sector
promoting
regulating
regulatory
jurisdictions
globally
encourage
associated
review
boards
seen
persistent
theme
trope
creation
becomes
masters
clarke
stanley
kubrick
odyssey
hal
murderous
charge
spaceship
terminator
matrix
rare
loyal
gort
stood
bishop
aliens
culture
isaac
asimov
books
multivac
series
super
brought
lay
discussions
almost
familiar
useless
reasons
ambiguity
merging
manga
ghost
she
dune
artist
hajime
sorayama
sexy
painted
published
depicting
actual
organic
lifelike
muscular
metallic
skins
gynoids
influenced
movie
makers
lucas
creatives
always
unnatural
product
fantasy
force
confront
showing
suffer
appears
films
ex
machina
androids
dream
electric
sheep
philip
dick
considers
subjectivity
altered
fictional
sword
bladed
melee
weapon
cutting
thrusting
knife
dagger
consisting
blade
attached
hilt
varies
historical
epoch
geographic
region
consideration
straight
curved
swords
pointed
tip
tend
straighter
slashing
sharpened
edge
sides
bronze
evolving
specimens
date
bc
iron
fairly
crossguard
spatha
roman
army
predecessor
ages
migration
arming
continues
sweord
swordsmanship
fencing
western
diverged
roughly
sabers
rapier
smallsword
impale
targets
quickly
inflict
stab
wounds
light
balanced
highly
maneuverable
deadly
duel
ineffective
chopping
lunge
thrust
fight
seconds
fighting
resembles
sabre
blades
cutlass
enemies
horseback
saber
slightly
forward
weight
balance
gave
sharp
double
edged
piercing
soldier
cavalry
th
navy
kept
tens
thousands
sturdy
cutlasses
armory
war
ii
issued
marines
pacific
jungle
machetes
single
eastern
scimitar
dao
katana
ji
n
derived
arslantepe
turkey
arsenical
cm
inlaid
silver
surface
surfaces
construction
rd
millennium
arsenic
copper
tin
modulus
stiffness
consequently
bend
gradual
minoan
crete
dated
reaching
length
type
aegean
important
longest
naue
julius
griffzungenschwert
lit
grip
tongue
northern
italy
urnfield
survives
span
seven
centuries
lifetime
metallurgy
changed
exported
afield
ugarit
final
palace
cultures
drews
linked
spread
southern
mediterranean
nordic
hilted
functionality
aesthetics
hilts
beautifully
crafted
contained
false
rivets
visually
appealing
coming
denmark
germany
fake
attested
shang
dynasty
warring
qin
amongst
unique
casting
edges
softer
cores
diamond
shaped
goujian
bronzes
consistent
breaks
stressed
whereas
preferred
bends
han
completely
replaced
indian
subcontinent
discovered
indus
valley
northwestern
regions
south
asia
recovered
archaeological
findings
throughout
ganges
jamuna
doab
commonly
fatehgarh
varieties
variously
times
opening
frequent
quench
hardened
carbon
hammering
comparable
terms
strength
hardness
spring
shape
easier
availability
raw
material
equipment
armies
egyptian
equipped
ancient
burial
placed
side
corpse
graves
scabbard
bent
degrees
killing
potent
steel
damascus
india
bce
periplus
erythraean
sea
mentions
greece
persia
parthian
sassanid
empires
iran
greek
xiphos
gladius
measuring
empire
wielder
spatharius
court
rank
constantinople
longsword
applied
respective
periods
sassanian
quite
metre
administer
various
surgical
amputation
capital
punishment
decapitation
honourable
regarded
privilege
reserved
nobility
persian
scythian
akinaka
acinaces
conquests
persians
famous
extent
true
lost
somewhat
whichever
favoured
inch
uniform
identification
decorative
mount
suspended
belt
wearer
assumed
drawn
pointing
downwards
ready
surprise
stabbing
attacks
seljuq
shamshir
appearance
zhou
pinyin
translated
broadsword
jian
zhanmadao
literally
horse
song
vendel
spathas
decorated
germanic
artwork
bracteates
coins
viking
saw
standardized
indebted
quenched
tempered
frankish
ulfberht
maker
particularly
quality
bald
tried
prohibit
export
vikings
raids
franks
wootz
prized
special
smelting
reworking
carbides
globular
cementite
pearlite
nb
norman
quillons
crusades
cruciform
essentially
stable
variations
mainly
pommel
effective
counter
armour
mail
plate
half
bastard
came
meant
hands
allowed
wielders
hold
shield
parrying
handed
blow
god
names
mythology
literature
reflected
prestige
wealth
owner
concert
innovative
designs
transition
lengthening
langes
schwert
spadone
fechtb
cher
offering
specialized
estoc
abilities
gaps
plates
wrapped
wire
coarse
hide
knock
manuscripts
covering
combat
dating
german
italian
providing
combatives
readily
zweih
nder
elite
swiss
mercenaries
doppels
ldners
hander
possesses
guard
protection
estimated
feet
frisian
warrior
pier
gerlofs
donia
gigantic
perfectly
manipulating
pushing
enemy
pole
katzbalgers
cat
gutter
katzbalger
foot
perfect
bringing
close
civilian
renaissance
duels
honourably
settle
disputes
infantry
descendant
ideal
handling
mix
armoured
unarmoured
opponents
placing
finger
ricasso
interchangeably
rapiers
hybridize
sacrificing
effectiveness
labeled
collectors
conjunction
bucklers
caused
swashbuckler
buckler
filled
swashing
noise
ottoman
yatagan
choice
balkans
prestigious
versatile
decline
crossbow
firearms
maintained
role
defence
evidence
scimitars
regional
arabian
saif
turkic
kilij
khurasan
akrafena
takoba
originating
sahel
descended
byzantine
islamic
across
north
africa
strongly
tuaregs
imported
abyssinian
shotel
ashanti
today
ceremonies
odwira
festival
korean
hwandudaedo
medieval
kingdoms
tachi
precursor
recorded
forged
samurai
historians
said
finest
included
dachi
extra
wakizashi
shorter
companion
caste
tsurugi
chokut
swordmaking
height
closer
quarters
neighboring
asian
peak
exclusively
lending
conscripted
farmers
ashigaru
indonesia
hindu
gods
statues
java
circa
native
kris
parang
klewang
golok
daggers
philippines
kampilan
panabas
natives
notable
lapu
king
mactan
warriors
spaniards
killed
portuguese
explorer
ferdinand
magellan
battle
april
immediately
banned
occupying
practices
dances
banning
filipinos
forced
disguised
farm
bolos
baliswords
colonialists
ammunition
guns
scarce
concealability
walking
crowded
streets
homes
boys
joined
parents
girls
mothers
defending
town
men
battlefields
philippine
american
balangiga
massacre
hacked
death
injured
bolo
guerillas
samar
took
country
groups
stationed
filipino
martial
arts
america
reluctant
outsiders
secrets
khanda
featured
religious
iconography
theatre
communities
venerate
shiva
buddhist
sikh
scriptures
sri
lanka
wind
furnace
beautiful
trading
firangi
arabic
frank
manufactured
locally
imitation
marathas
famed
sikhs
rajputs
talwar
hindi
favored
urumi
tamil
surul
pattai
curling
sinhala
ethunu
kaduwa
aara
whip
pata
sidearm
hussites
popularized
czech
dusack
bel
auf
teutsch
gefasst
fitted
schnepf
switzerland
mortuary
civil
sported
basket
predominantly
walloon
p
wallone
thirty
baroque
ambidextrous
guards
knuckle
bow
continental
hunting
hangers
netherlands
french
producing
swedish
gustavus
adolphus
spanish
espada
ropera
somewhere
differed
earlier
schiavona
fashion
accessory
places
scottish
highlands
wealthy
officers
carried
slung
dueling
wearing
canes
gentleman
wardrobe
gentlemen
victorian
swordsticks
incorporate
concealed
la
canne
sport
singlestick
pistol
duelling
duelists
enthusiastically
dwindled
custom
ep
es
persisted
france
duellists
merely
draw
blood
opponent
arm
served
importance
steadily
decreased
lose
preeminence
reflecting
reliable
handguns
cavalrymen
branches
colonial
aceh
acehnese
klewangs
machete
dutch
troops
royal
indies
adopt
heavy
armed
carbines
suppressing
resistance
rifle
bayonet
police
peacetime
prior
outbreak
combatant
austro
hungarian
russian
belgian
serbian
mobilization
august
serving
saluting
parade
visibility
weeks
carry
sabres
retained
status
senior
artillery
left
bagage
units
front
line
historic
discarded
ceremonial
purposes
mounted
regiments
americas
miao
sino
switched
dedicated
occasionally
secondary
outclassed
coexisting
exception
imperial
cultural
warrant
shin
gunto
worn
item
naval
occasions
wear
event
dress
uniforms
file
parades
reviews
tattoos
changes
command
weddings
forces
officer
lieutenant
prescribed
outdoor
occasion
petty
chief
marine
corps
billet
commissioned
usmc
nco
inventory
mameluke
tripolitan
derna
barbary
taken
approximately
restored
centennial
replicas
originates
historicism
contemporary
cheap
factory
alikes
recreations
artifacts
approximation
kinds
tanto
parts
kukri
official
nepal
shortsword
consists
applies
considerable
variation
detailed
diagram
opposite
shows
rounded
lightly
narrower
stiffer
sharply
defeat
thin
grooves
fullers
lighten
cost
parallel
oriented
thicker
distinct
midrib
taper
acute
geometry
angles
acuter
angle
inclined
degrade
obtuse
primary
factor
sharpness
center
percussion
cop
foible
weak
cob
forte
section
shoulder
unsharpened
surrounded
swordsman
wield
quarter
bears
tang
extension
collective
slipping
onward
counterbalance
fluid
dubious
discuss
blunt
instrument
knot
tassel
added
accompanying
protect
palm
rendered
gauntlet
obsolete
flap
leather
chappe
rain
mouth
water
entering
accessories
typology
morphological
criteria
size
origin
oakeshott
historian
illustrator
ewart
catalogue
configuration
focuses
smaller
noted
gaelic
claymore
designates
geom
pedang
pisau
esteem
kirpan
tega
churika
handheld
traditionally
malabar
kerala
worshipped
vettakkorumakan
hunter
hinduism
terminology
backsword
falchion
specifically
counterparts
confused
visigothic
code
ervig
ownership
mandatory
joining
goth
charlemagne
capitularies
owned
warehouse
magic
legend
beam
laser
augmented
concentrated
lightsaber
wars
franchise
wikimedia
commons
thammasat
abrv
tu
thai
rtgs
mahawitthayalai
pronounced
thailand
campuses
tha
phra
chan
nakhon
district
near
grand
heart
bangkok
rangsit
kilometers
pattaya
seaboard
lampang
province
update
enrolled
faculties
colleges
institutes
staff
oldest
officially
national
june
pridi
banomyong
sciences
wicha
lae
kanmueang
open
politics
ended
free
entry
passing
entrance
examinations
admission
offers
founding
international
disciplines
graduated
undergraduate
graduate
alumni
prime
ministers
politicians
governmental
figures
bank
governors
jurists
campus
proximity
tourist
destinations
site
october
uprising
programmes
khlong
luang
pathum
thani
competitive
applicants
scores
humanities
selective
qs
awarded
stars
rating
demonstrating
excellence
teaching
institution
excellent
faculty
siamese
eighteen
chulalongkorn
transforming
school
prince
raphi
phatthanasak
krommaluang
ratcha
buri
direk
rit
brainchild
father
democracy
minister
drafted
inaugurated
chancellor
sixth
party
announcement
khana
ratsadon
education
royals
upgraded
helped
successor
transferred
moved
opened
graduating
initially
offered
bachelor
studies
plus
diploma
accountancy
courses
soon
doctoral
diplomacy
rely
relied
tuition
fees
paid
commerce
stake
leadership
clandestine
headquarters
underground
ironically
functioned
internment
camp
allied
civilians
abuses
multipurpose
stands
coup
tat
november
went
exile
specialised
departments
sell
shares
dependent
passed
administration
journalism
communication
liberal
sociology
anthropology
pro
protest
bloody
crowd
assembled
arrest
thirteen
student
activists
confrontation
monument
fled
sanya
dharmasakti
rector
appointed
protests
return
exiled
dictator
thanom
kittikachorn
september
egat
employees
pathom
branded
communists
beaten
bodies
hung
wall
peaceful
labor
demanding
expulsion
staged
dramatize
hanging
protesters
newspapers
printed
mock
retouched
resemble
crown
vajiralongkorn
se
majest
uniformed
enraged
wing
paramilitary
promptly
dawn
attacked
assault
newspaper
figure
escaped
jumping
chao
phraya
river
shot
seksan
prasertkul
su
mai
toi
lecturer
house
accepted
medicine
present
taught
exceptions
venues
member
links
organizing
traineeship
exchange
laotse
universities
mekong
seal
depicts
centerpiece
honours
constitution
superimposed
dharmacakra
wheel
symbolising
dharma
stra
sanskrit
metropolitan
udon
narathiwat
landmarks
sanam
temple
emerald
buddha
museum
wat
mahathat
yuwaratrangsarit
permanent
purchased
deputy
formerly
designated
heir
throne
signature
dome
constructed
buildings
housed
office
planned
attic
played
regime
eight
postgraduate
integrated
health
foreigners
facilities
football
gymnasium
libraries
cafeterias
km
connected
shuttle
bus
instituted
innovation
houses
sirindhorn
park
located
zone
housing
fespic
summer
universiade
december
urban
rooftop
garden
kotchakorn
voraakhom
help
offset
impacts
flooding
farms
norm
anyone
wishes
rice
vegetables
herbs
bang
lamung
chonburi
rai
ministry
finance
rural
hang
chat
council
approved
establishment
hall
opportunities
population
fewer
local
handcraft
justice
reign
gustave
rolin
jaequemyns
deans
nitisat
phaisan
preedee
kasemsup
doctorate
certificate
resource
accounting
marketing
estate
programme
ibmp
instruction
bba
executive
mba
gemba
recognised
internationally
mim
moot
corp
venue
plan
mccombs
texas
austin
singapore
triple
certification
accredited
equis
aacsb
amba
educational
certified
tbs
chaiyanam
foreign
majors
affairs
mayors
regular
executives
bachelors
correspondent
wassana
nanuam
singha
daeng
lion
dam
dr
puey
ungpakorn
governor
concurrently
dean
secured
rockefeller
members
big
toward
internationalization
introduction
phd
curriculum
boasts
totals
leave
pursue
strongest
graduates
regularly
chicago
uc
berkeley
